compound,modifier,head,frequency_class
Anleitungsbuch,Anleitung,Buch,23.0
Anlernzeit,anlernen,Zeit,22.0
Anliegerbeitrag,Anlieger,Beitrag,18.0
Anliegergemeinde,Anlieger,Gemeinde,19.0
Anliegerstaat,Anlieger,Staat,21.0
Anliegerstraße,Anlieger,Straße,
Anliegerverkehr,Anlieger,Verkehr,18.0
Anmarschweg,Anmarsch,Weg,21.0
Anmeldebeginn,anmelden,Beginn,
Anmeldebestätigung,anmelden,Bestätigung,21.0
Anmeldebogen,anmelden,Bogen,20.0
Anmeldedatum,anmelden,Datum,
Anmeldeformular,anmelden,Formular,16.0
Anmeldefrist,anmelden,Frist,16.0
Anmeldegebühr,anmelden,Gebühr,19.0
Anmeldeliste,anmelden,Liste,20.0
Anmeldepflicht,anmelden,Pflicht,20.0
Anmeldeschein,anmelden,Schein,
Anmeldeschluss,anmelden,Schluss,15.0
Anmeldetag,anmelden,Tag,20.0
Anmeldetermin,anmelden,Termin,18.0
Anmeldeverfahren,anmelden,Verfahren,19.0
Anmeldezahl,anmelden,Zahl,17.0
Anmeldezeit,anmelden,Zeit,20.0
Anmeldezettel,anmelden,Zettel,
Anmerkungsapparat,Anmerkung,Apparat,21.0
Annahmequote,Annahme,Quote,
Annahmeschluss,Annahme,Schluss,19.0
Annahmestelle,Annahme,Stelle,16.0
Annahmeverweigerung,Annahme,Verweigerung,24.0
Annahmeverzug,Annahme,Verzug,
Annahmezwang,Annahme,Zwang,
Annuitätendarlehen,Annuität,Darlehen,21.0
Annäherungsprozess,Annäherung,Prozess,20.0
Annäherungsschlag,Annäherung,Schlag,
Annäherungsversuch,Annäherung,Versuch,17.0
Annäherungswert,Annäherung,Wert,22.0
Anodenspannung,Anode,Spannung,
Anodenstrom,Anode,Strom,
Anophelesmücke,Anopheles,Mücke,22.0
Anordnungsbefugnis,Anordnung,Befugnis,24.0
Anpassteil,anpassen,Teil,
Anpassungsarbeit,Anpassung,Arbeit,20.0
Anpassungsbedarf,Anpassung,Bedarf,20.0
Anpassungsbereitschaft,Anpassung,Bereitschaft,20.0
Anpassungsdruck,Anpassung,Druck,19.0
Anpassungskosten,Anpassung,Kosten,22.0
Anpassungslehrgang,Anpassung,Lehrgang,
Anpassungsleistung,Anpassung,Leistung,20.0
Anpassungsmaßnahme,Anpassung,Maßnahme,19.0
Anpassungsmechanismus,Anpassung,Mechanismus,21.0
Anpassungsmöglichkeit,Anpassung,Möglichkeit,22.0
Anpassungsphase,Anpassung,Phase,21.0
Anpassungsproblem,Anpassung,Problem,19.0
Anpassungsprogramm,Anpassung,Programm,20.0
Anpassungsprozess,Anpassung,Prozess,18.0
Anpassungsreaktion,Anpassung,Reaktion,
Anpassungsschwierigkeit,Anpassung,Schwierigkeit,19.0
Anpassungsstrategie,Anpassung,Strategie,21.0
Anpassungsstörung,Anpassung,Störung,
Anpassungsvermögen,Anpassung,Vermögen,22.0
Anpassungsvorgang,Anpassung,Vorgang,23.0
Anpassungszeit,Anpassung,Zeit,22.0
Anpressdruck,anpressen,Druck,21.0
Anprobe,an,Probe,
Anrainergemeinde,Anrainer,Gemeinde,18.0
Anrainerkommune,Anrainer,Kommune,
Anrainerstaat,Anrainer,Staat,17.0
Anrechnungsstunde,Anrechnung,Stunde,
Anrechnungsverfahren,Anrechnung,Verfahren,21.0
Anrechnungszeit,Anrechnung,Zeit,20.0
Anrecht,an,Recht,16.0
Anredeform,Anrede,Form,22.0
Anregungsmittel,Anregung,Mittel,22.0
Anreicherungsgrad,Anreicherung,Grad,21.0
Anreisedatum,Anreise,Datum,
Anreisetag,Anreise,Tag,20.0
Anreiseweg,Anreise,Weg,20.0
Anreizsystem,Anreiz,System,18.0
Anrufbeantworter,Anruf,Beantworter,15.0
Anrufbus,Anruf,Bus,
Anruferidentifikation,Anrufer,Identifikation,
Ansagedienst,Ansage,Dienst,19.0
Ansagen,an,Sagen,
Ansagetext,Ansage,Text,20.0
Ansatzmöglichkeit,Ansatz,Möglichkeit,
Ansatzpunkt,Ansatz,Punkt,16.0
Ansatzrohr,Ansatz,Rohr,24.0
Ansatzstelle,Ansatz,Stelle,22.0
Ansatzteil,Ansatz,Teil,
Ansaugrohr,ansaugen,Rohr,22.0
Ansaugstutzen,ansaugen,Stutzen,22.0
Ansaugtrakt,ansaugen,Trakt,
Ansaugöffnung,ansaugen,Öffnung,
Anschaffungsjahr,Anschaffung,Jahr,
Anschaffungskosten,Anschaffung,Kosten,17.0
Anschaffungspreis,Anschaffung,Preis,18.0
Anschaffungswert,Anschaffung,Wert,20.0
Anschauungsmaterial,Anschauung,Material,17.0
Anschauungsmodell,Anschauung,Modell,22.0
Anschauungsobjekt,Anschauung,Objekt,19.0
Anschauungsstück,Anschauung,Stück,23.0
Anschauungsunterricht,Anschauung,Unterricht,17.0
Anschauungszweck,Anschauung,Zweck,
Anschein,an,Schein,14.0
Anscheinsbeweis,Anschein,Beweis,22.0
Anschlagbrett,Anschlag,Brett,
Anschlaggeschirr,anschlagen,Geschirr,
Anschlagserie,Anschlag,Serie,
Anschlagsgefahr,Anschlag,Gefahr,
Anschlagsopfer,Anschlag,Opfer,
Anschlagsort,Anschlag,Ort,
Anschlagsplan,Anschlag,Plan,
Anschlagsversuch,Anschlag,Versuch,
Anschlagswelle,Anschlag,Welle,
Anschlagsziel,Anschlag,Ziel,
Anschlagtafel,Anschlag,Tafel,
Anschlagzettel,Anschlag,Zettel,
Anschlussarbeit,Anschluss,Arbeit,21.0
Anschlussbahn,Anschluss,Bahn,
Anschlussbahnhof,Anschluss,Bahnhof,
Anschlussbehandlung,Anschluss,Behandlung,
Anschlussbeitrag,Anschluss,Beitrag,21.0
Anschlussbeschäftigung,Anschluss,Beschäftigung,21.0
Anschlussbus,Anschluss,Bus,21.0
Anschlussdose,Anschluss,Dose,22.0
Anschlussdraht,Anschluss,Draht,
Anschlussfehler,Anschluss,Fehler,22.0
Anschlussfinanzierung,Anschluss,Finanzierung,19.0
Anschlussflug,Anschluss,Flug,18.0
Anschlussfrage,Anschluss,Frage,21.0
Anschlussfähigkeit,Anschluss,Fähigkeit,21.0
Anschlussgebühr,Anschluss,Gebühr,18.0
Anschlussgleis,Anschluss,Gleis,20.0
Anschlussinhaber,Anschluss,Inhaber,21.0
Anschlusskabel,Anschluss,Kabel,21.0
Anschlusskonkurs,Anschluss,Konkurs,18.0
Anschlusskosten,Anschluss,Kosten,19.0
Anschlussleistung,Anschluss,Leistung,21.0
Anschlussleitung,Anschluss,Leitung,20.0
Anschlusslösung,Anschluss,Lösung,20.0
Anschlussmöglichkeit,Anschluss,Möglichkeit,19.0
Anschlussprogramm,Anschluss,Programm,21.0
Anschlussprojekt,Anschluss,Projekt,22.0
Anschlussregelung,Anschluss,Regelung,20.0
Anschlussstelle,Anschluss,Stelle,15.0
Anschlussstrecke,Anschluss,Strecke,22.0
Anschlusstermin,Anschluss,Termin,
Anschlusstor,Anschluss,Tor,17.0
Anschlusstreffer,Anschluss,Treffer,14.0
Anschlussverbindung,Anschluss,Verbindung,20.0
Anschlussvertrag,Anschluss,Vertrag,20.0
Anschlusszug,Anschluss,Zug,18.0
Anschlusszwang,Anschluss,Zwang,20.0
Anschnallgurt,anschnallen,Gurt,22.0
Anschnallpflicht,anschnallen,Pflicht,19.0
Anschubfinanzierung,Anschub,Finanzierung,16.0
Anschubhilfe,Anschub,Hilfe,20.0
Ansehensverlust,Ansehen,Verlust,18.0
Ansicht,an,Sicht,
Ansichtsexemplar,Ansicht,Exemplar,22.0
Ansichtskarte,Ansicht,Karte,16.0
Ansichtsmodell,Ansicht,Modell,
Ansichtssache,Ansicht,Sache,18.0
Ansiedlungspolitik,Ansiedlung,Politik,19.0
Ansparphase,ansparen,Phase,20.0
Ansprechpartner,ansprechen,Partner,13.0
Ansprechperson,ansprechen,Person,18.0
Ansprechstelle,ansprechen,Stelle,20.0
Ansprechverhalten,ansprechen,Verhalten,20.0
Anspruchsberechtigung,Anspruch,Berechtigung,21.0
Anspruchsdauer,Anspruch,Dauer,21.0
Anspruchsdenken,Anspruch,Denken,18.0
Anspruchsgrundlage,Anspruch,Grundlage,21.0
Anspruchshaltung,Anspruch,Haltung,19.0
Anspruchsniveau,Anspruch,Niveau,20.0
Anspruchsteller,Anspruch,Steller,21.0
Anspruchsvoraussetzung,Anspruch,Voraussetzung,20.0
Anstaltsarzt,Anstalt,Arzt,20.0
Anstaltseinweisung,Anstalt,Einweisung,
Anstaltskirche,Anstalt,Kirche,22.0
Anstaltsleiter,Anstalt,Leiter,17.0
Anstaltsleitung,Anstalt,Leitung,18.0
Anstandsdame,Anstand,Dame,21.0
Anstandsgefühl,Anstand,Gefühl,21.0
Anstandsregel,Anstand,Regel,20.0
Ansteckbutton,anstecken,Button,
Ansteckknopf,anstecken,Knopf,22.0
Anstecknadel,anstecken,Nadel,17.0
Ansteckplakette,anstecken,Plakette,
Ansteckungsgefahr,Ansteckung,Gefahr,17.0
Ansteckungsrisiko,Ansteckung,Risiko,19.0
Anstellungsverhältnis,Anstellung,Verhältnis,19.0
Anstellungsvertrag,Anstellung,Vertrag,19.0
Anstellwinkel,anstellen,Winkel,20.0
Anstoßpunkt,anstoßen,Punkt,21.0
Anstoßzeit,Anstoß,Zeit,17.0
Anstrichmittel,Anstrich,Mittel,22.0
Antarktisexpedition,Antarktis,Expedition,23.0
Antarktisforscher,Antarktis,Forscher,
Antarktisforschung,Antarktis,Forschung,
Anteil,an,Teil,10.0
Anteilnahme,Anteil,Nahme,14.0
Anteilsbesitz,Anteil,Besitz,20.0
Anteilschein,Anteil,Schein,17.0
Anteilseigner,Anteil,Eigner,15.0
Anteilserwerb,Anteil,Erwerb,21.0
Anteilsinhaber,Anteil,Inhaber,21.0
Anteilsmehrheit,Anteil,Mehrheit,20.0
Anteilsrecht,Anteil,Recht,22.0
Anteilswert,Anteil,Wert,21.0
Antennenanlage,Antenne,Anlage,19.0
Antennenbuchse,Antenne,Buchse,
Antennendiagramm,Antenne,Diagramm,
Antennenfeld,Antenne,Feld,
Antennenfernsehen,Antenne,Fernsehen,19.0
Antennenkabel,Antenne,Kabel,21.0
Antennenmast,Antenne,Mast,20.0
Antennenmonteur,Antenne,Monteur,
Antennensystem,Antenne,System,
Antennenträger,Antenne,Träger,21.0
Anthrazitkohle,Anthrazit,Kohle,
Antibiotikabehandlung,Antibiotikum,Behandlung,22.0
Antibiotikaresistenz,Antibiotikum,Resistenz,21.0
Antibiotikatherapie,Antibiotikum,Therapie,22.0
Antidiskriminierungsgesetz,Antidiskriminierung,Gesetz,17.0
Antidiskriminierungspolitik,Antidiskriminierung,Politik,22.0
Antidiskriminierungsstelle,Antidiskriminierung,Stelle,21.0
Antikenmuseum,Antike,Museum,21.0
Antikensammlung,Antike,Sammlung,18.0
Antikenverwaltung,Antike,Verwaltung,
Antikörperbildung,Antikörper,Bildung,22.0
Antikörperproduktion,Antikörper,Produktion,
Antikörpertest,Antikörper,Test,21.0
Antilopenart,Antilope,Art,22.0
Antimonblüte,Antimon,Blüte,
Antimonerz,Antimon,Erz,
Antimonglanz,Antimon,Glanz,
Antiquaschrift,Antiqua,Schrift,
Antiquitätengeschäft,Antiquität,Geschäft,19.0
Antiquitätenhandel,Antiquität,Handel,20.0
Antiquitätenhändler,Antiquität,Händler,18.0
Antiquitätenladen,Antiquität,Laden,20.0
Antiquitätenmarkt,Antiquität,Markt,20.0
Antiquitätenmesse,Antiquität,Messe,18.0
Antiquitätensammler,Antiquität,Sammler,22.0
Antiquitätensammlung,Antiquität,Sammlung,23.0
Antisemitismusdebatte,Antisemitismus,Debatte,
Antisemitismusforschung,Antisemitismus,Forschung,19.0
Antisemitismusvorwurf,Antisemitismus,Vorwurf,21.0
Antragsbearbeitung,Antrag,Bearbeitung,21.0
Antragsbegründung,Antrag,Begründung,20.0
Antragsberatung,Antrag,Beratung,22.0
Antragsdelikt,Antrag,Delikt,21.0
Antragseingang,Antrag,Eingang,22.0
Antragsentwurf,Antrag,Entwurf,21.0
Antragsformular,Antrag,Formular,17.0
Antragsfrist,Antrag,Frist,18.0
Antragsgegner,Antrag,Gegner,20.0
Antragskommission,Antrag,Kommission,19.0
Antragspaket,Antrag,Paket,21.0
Antragsschluss,Antrag,Schluss,
Antragsschrift,Antrag,Schrift,22.0
Antragsteller,Antrag,Steller,14.0
Antragstellung,Antrag,Stellung,17.0
Antragstext,Antrag,Text,20.0
Antragsveranlagung,Antrag,Veranlagung,
Antragsverfahren,Antrag,Verfahren,18.0
Antragsvordruck,Antrag,Vordruck,20.0
Antransport,an,Transport,21.0
Antriebsachse,Antrieb,Achse,21.0
Antriebsaggregat,Antrieb,Aggregat,20.0
Antriebsanlage,Antrieb,Anlage,
Antriebsarmut,Antrieb,Armut,22.0
Antriebsart,Antrieb,Art,20.0
Antriebselement,Antrieb,Element,23.0
Antriebsenergie,Antrieb,Energie,20.0
Antriebsfeder,Antrieb,Feder,19.0
Antriebskette,Antrieb,Kette,
Antriebskomponente,Antrieb,Komponente,
Antriebskonzept,Antrieb,Konzept,19.0
Antriebskraft,Antrieb,Kraft,18.0
Antriebsleistung,Antrieb,Leistung,21.0
Antriebsmaschine,Antrieb,Maschine,21.0
Antriebsmechanismus,Antrieb,Mechanismus,
Antriebsmittel,Antrieb,Mittel,22.0
Antriebsmoment,Antrieb,Moment,21.0
Antriebsmotor,Antrieb,Motor,19.0
Antriebsquelle,Antrieb,Quelle,21.0
Antriebsrad,Antrieb,Rad,19.0
Antriebsschwäche,Antrieb,Schwäche,21.0
Antriebsstrang,Antrieb,Strang,19.0
Antriebssystem,Antrieb,System,18.0
Antriebstechnik,Antrieb,Technik,17.0
Antriebstechnologie,Antrieb,Technologie,20.0
Antriebsteil,Antrieb,Teil,
Antriebswelle,Antrieb,Welle,18.0
Antrittsbesuch,Antritt,Besuch,16.0
Antrittsgeld,Antritt,Geld,18.0
Antrittsprämie,Antritt,Prämie,19.0
Antrittsrede,Antritt,Rede,16.0
Antrittsvorlesung,Antritt,Vorlesung,18.0
Antwortbogen,Antwort,Bogen,22.0
Antwortbrief,Antwort,Brief,19.0
Antwortgeber,Antwort,Geber,
Antwortkarte,Antwort,Karte,19.0
Antwortmail,Antwort,Mail,
Antwortmöglichkeit,Antwort,Möglichkeit,20.0
Antwortschreiben,Antwort,Schreiben,17.0
Antwortzeit,Antwort,Zeit,20.0
Anwaltsberuf,Anwalt,Beruf,20.0
Anwaltsbüro,Anwalt,Büro,18.0
Anwaltsfamilie,Anwalt,Familie,22.0
Anwaltsfirma,Anwalt,Firma,20.0
Anwaltsgebühr,Anwalt,Gebühr,21.0
Anwaltsgericht,Anwalt,Gericht,
Anwaltshonorar,Anwalt,Honorar,20.0
Anwaltskammer,Anwalt,Kammer,18.0
Anwaltskanzlei,Anwalt,Kanzlei,16.0
Anwaltskollege,Anwalt,Kollege,20.0
Anwaltskosten,Anwalt,Kosten,17.0
Anwaltsnotar,Anwalt,Notar,
Anwaltsnotariat,Anwalt,Notariat,
Anwaltspraxis,Anwalt,Praxis,20.0
Anwaltsschreiben,Anwalt,Schreiben,
Anwaltsserie,Anwalt,Serie,21.0
Anwaltssozietät,Anwalt,Sozietät,20.0
Anwaltssuchdienst,Anwalt,Suchdienst,
Anwaltstag,Anwalt,Tag,20.0
Anwaltstätigkeit,Anwalt,Tätigkeit,20.0
Anwaltsverband,Anwalt,Verband,20.0
Anwaltszulassung,Anwalt,Zulassung,21.0
Anwaltszwang,Anwalt,Zwang,21.0
Anwaltverein,Anwalt,Verein,18.0
Anwartschaftsrecht,Anwartschaft,Recht,
Anwenderbetrieb,Anwender,Betrieb,
Anwenderdokumentation,Anwender,Dokumentation,
Anwendergruppe,Anwender,Gruppe,
Anwenderpersonal,Anwender,Personal,
Anwenderprogramm,Anwender,Programm,20.0
Anwenderschulung,Anwender,Schulung,
Anwendersoftware,Anwender,Software,21.0
Anwendungsart,Anwendung,Art,
Anwendungsbeispiel,Anwendung,Beispiel,19.0
Anwendungsberatung,Anwendung,Beratung,
Anwendungsbereich,Anwendung,Bereich,17.0
Anwendungsebene,Anwendung,Ebene,
Anwendungsentwicklung,Anwendung,Entwicklung,19.0
Anwendungsfall,Anwendung,Fall,19.0
Anwendungsfeld,Anwendung,Feld,19.0
Anwendungsform,Anwendung,Form,
Anwendungsforschung,Anwendung,Forschung,22.0
Anwendungsgebiet,Anwendung,Gebiet,18.0
Anwendungshinweis,Anwendung,Hinweis,
Anwendungsmöglichkeit,Anwendung,Möglichkeit,17.0
Anwendungsprogramm,Anwendung,Programm,18.0
Anwendungsprogrammierer,Anwendung,Programmierer,
Anwendungsreife,Anwendung,Reife,
Anwendungsserver,Anwendung,Server,
Anwendungssituation,Anwendung,Situation,
Anwendungssoftware,Anwendung,Software,19.0
Anwendungsspektrum,Anwendung,Spektrum,21.0
Anwendungssystem,Anwendung,System,20.0
Anwendungstechnik,Anwendung,Technik,21.0
Anwendungsverfahren,Anwendung,Verfahren,
Anwendungsweise,Anwendung,Weise,25.0
Anwendungszweck,Anwendung,Zweck,22.0
Anwerbeabkommen,anwerben,Abkommen,21.0
Anwerbestopp,anwerben,Stopp,19.0
Anwesenheitskontrolle,Anwesenheit,Kontrolle,22.0
Anwesenheitsliste,Anwesenheit,Liste,20.0
Anwesenheitspflicht,Anwesenheit,Pflicht,19.0
Anwesenheitsrecht,Anwesenheit,Recht,
Anwesenheitszeit,Anwesenheit,Zeit,21.0
Anwohnerbeschwerde,Anwohner,Beschwerde,20.0
Anwohnerinitiative,Anwohner,Initiative,19.0
Anwohnerparkausweis,Anwohner,Parkausweis,21.0
Anwohnerparkplatz,Anwohner,Parkplatz,20.0
Anwohnerprotest,Anwohner,Protest,20.0
Anwohnerversammlung,Anwohner,Versammlung,19.0
Anzahl,an,Zahl,12.0
Anzeichen,an,Zeichen,13.0
Anzeigebereitschaft,Anzeige,Bereitschaft,21.0
Anzeigegerät,Anzeige,Gerät,21.0
Anzeigeinstrument,Anzeige,Instrument,23.0
Anzeigenabteilung,Anzeige,Abteilung,19.0
Anzeigenannahme,Anzeige,Annahme,21.0
Anzeigenannahmestelle,Anzeige,Annahmestelle,
Anzeigenauftrag,Anzeige,Auftrag,21.0
Anzeigenblatt,Anzeige,Blatt,18.0
Anzeigenerlös,Anzeige,Erlös,20.0
Anzeigenerstatter,Anzeige,Erstatter,21.0
Anzeigengeschäft,Anzeige,Geschäft,18.0
Anzeigenkampagne,Anzeige,Kampagne,18.0
Anzeigenkunde,Anzeige,Kunde,18.0
Anzeigenleiter,Anzeige,Leiter,20.0
Anzeigenleitung,Anzeige,Leitung,18.0
Anzeigenmarkt,Anzeige,Markt,18.0
Anzeigenpreis,Anzeige,Preis,21.0
Anzeigenpreisliste,Anzeigenpreis,Liste,16.0
Anzeigenraum,Anzeige,Raum,23.0
Anzeigenreihe,Anzeige,Reihe,
Anzeigenseite,Anzeige,Seite,19.0
Anzeigenserie,Anzeige,Serie,20.0
Anzeigenteil,Anzeige,Teil,19.0
Anzeigentext,Anzeige,Text,20.0
Anzeigenverkauf,Anzeige,Verkauf,20.0
Anzeigenverkäufer,Anzeige,Verkäufer,22.0
Anzeigenwerbung,Anzeige,Werbung,21.0
Anzeigepflicht,Anzeige,Pflicht,19.0
Anzeigesystem,Anzeige,System,
Anzeigetafel,Anzeige,Tafel,16.0
Anzeigeverhalten,Anzeige,Verhalten,20.0
Anziehungskraft,Anziehung,Kraft,15.0
Anziehungspunkt,Anziehung,Punkt,15.0
Anzughose,Anzug,Hose,20.0
Anzugjacke,Anzug,Jacke,21.0
Anzugträger,Anzug,Träger,19.0
Anästhesiepflege,Anästhesie,Pflege,
Aortenklappe,Aorta,Klappe,21.0
Apachenträne,Apache,Träne,
Apartheidpolitik,Apartheid,Politik,21.0
Apartheidregime,Apartheid,Regime,19.0
Aparthotel,apart,Hotel,21.0
Apartmenthaus,Apartment,Haus,19.0
Apartmentkomplex,Apartment,Komplex,23.0
Apfelanbau,Apfel,Anbau,
Apfelaroma,Apfel,Aroma,
Apfelbauer,Apfel,Bauer,21.0
Apfelbaum,Apfel,Baum,16.0
Apfelblüte,Apfel,Blüte,20.0
Apfelbäumchen,Apfel,Bäumchen,
Apfelernte,Apfel,Ernte,19.0
Apfelessig,Apfel,Essig,19.0
Apfelfüllung,Apfel,Füllung,
Apfelgarten,Apfel,Garten,
Apfelgehäuse,Apfel,Gehäuse,
Apfelgelee,Apfel,Gelee,21.0
Apfelkern,Apfel,Kern,21.0
Apfelkiste,Apfel,Kiste,23.0
Apfelkompott,Apfel,Kompott,20.0
Apfelkorn,Apfel,Korn,21.0
Apfelkraut,Apfel,Kraut,22.0
Apfelkuchen,Apfel,Kuchen,18.0
Apfelmost,Apfel,Most,20.0
Apfelmus,Apfel,Mus,18.0
Apfelplantage,Apfel,Plantage,20.0
Apfelquitte,Apfel,Quitte,
Apfelreibe,Apfel,Reibe,
Apfelring,Apfel,Ring,
Apfelsaft,Apfel,Saft,16.0
Apfelschale,Apfel,Schale,21.0
Apfelschimmel,Apfel,Schimmel,22.0
Apfelschuss,Apfel,Schuss,21.0
Apfelsinensaft,Apfelsine,Saft,23.0
Apfelsorte,Apfel,Sorte,
Apfelstrudel,Apfel,Strudel,18.0
Apfelstück,Apfel,Stück,21.0
Apfelsäure,Apfel,Säure,22.0
Apfeltasche,Apfel,Tasche,21.0
Apfeltorte,Apfel,Torte,22.0
Apfelwein,Apfel,Wein,17.0
Apfelwickler,Apfel,Wickler,21.0
Apostelamt,Apostel,Amt,
Apostelfigur,Apostel,Figur,22.0
Apostelfürst,Apostel,Fürst,21.0
Apostelgeschichte,Apostel,Geschichte,18.0
Apostelkonzil,Apostel,Konzil,
Apothekenbetriebsordnung,Apotheke,Betriebsordnung,
Apothekenhelfer,Apotheke,Helfer,
Apothekenmuseum,Apotheke,Museum,
Apothekennotdienst,Apotheke,Notdienst,17.0
Apothekenpersonal,Apotheke,Personal,
Apothekenpflicht,Apotheke,Pflicht,
Apothekerfamilie,Apotheker,Familie,
Apothekergarten,Apotheker,Garten,
Apothekerkammer,Apotheker,Kammer,18.0
Apothekertag,Apotheker,Tag,21.0
Apothekerverband,Apotheker,Verband,18.0
Apparatebau,Apparat,Bau,19.0
Apparatebauingenieur,Apparat,Bauingenieur,
Apparatemedizin,Apparat,Medizin,19.0
Appartementanlage,Appartement,Anlage,21.0
Appartementhaus,Appartement,Haus,18.0
Appartementhotel,Appartement,Hotel,22.0
Appartementkomplex,Appartement,Komplex,
Appartementwohnung,Appartement,Wohnung,23.0
Appellationsgericht,Appellation,Gericht,19.0
Appellplatz,Appell,Platz,19.0
Appetithappen,Appetit,Happen,19.0
Appetithemmer,Appetit,Hemmer,23.0
Appetithäppchen,Appetit,Häppchen,
Appetitmacher,Appetit,Macher,21.0
Appetitzügler,Appetit,Zügler,19.0
Applikationsform,Applikation,Form,
Applikationsingenieur,Applikation,Ingenieur,
Applikationsserver,Applikation,Server,
Approbationsordnung,Approbation,Ordnung,20.0
Aprikosenbaum,Aprikose,Baum,22.0
Aprikoseneule,Aprikose,Eule,
Aprikosenkern,Aprikose,Kern,
Aprikosenkompott,Aprikose,Kompott,
Aprikosenkonfitüre,Aprikose,Konfitüre,
Aprikosenkuchen,Aprikose,Kuchen,
Aprikosenmarmelade,Aprikose,Marmelade,22.0
Aprikosennektar,Aprikose,Nektar,
Aprikosensaft,Aprikose,Saft,
Aprikosenschnaps,Aprikose,Schnaps,
Aprikosentorte,Aprikose,Torte,
Aprilabend,April,Abend,22.0
Aprilausgabe,April,Ausgabe,21.0
Aprilhälfte,April,Hälfte,20.0
Aprilmorgen,April,Morgen,23.0
Aprilnacht,April,Nacht,22.0
Aprilschauer,April,Schauer,24.0
Aprilscherz,April,Scherz,17.0
Apriltag,April,Tag,19.0
Aprilwetter,April,Wetter,18.0
Aprilwoche,April,Woche,19.0
Aprilwochenende,April,Wochenende,20.0
Apsismosaik,Apsis,Mosaik,
Aquakultur,aqua,Kultur,20.0
Aquarellbild,Aquarell,Bild,18.0
Aquarellblock,Aquarell,Block,
Aquarellfarbe,Aquarell,Farbe,18.0
Aquarellkurs,Aquarell,Kurs,20.0
Aquarellmaler,Aquarell,Maler,22.0
Aquarellmalerei,Aquarell,Malerei,17.0
Aquarellpapier,Aquarell,Papier,
Aquarelltechnik,Aquarell,Technik,19.0
Aquarienfisch,Aquarium,Fisch,21.0
Aquarienfreund,Aquarium,Freund,19.0
Aquarienhaltung,Aquarium,Haltung,
Aquarienpflanze,Aquarium,Pflanze,23.0
Aquarienwasser,Aquarium,Wasser,23.0
Araberhengst,Araber,Hengst,20.0
Araberpferd,Araber,Pferd,21.0
Araberstute,Araber,Stute,
Arbeiterassoziation,Arbeiter,Assoziation,
Arbeiteraufstand,Arbeiter,Aufstand,19.0
Arbeiterausschuss,Arbeiter,Ausschuss,
Arbeiterbewegung,Arbeiter,Bewegung,16.0
Arbeiterbezirk,Arbeiter,Bezirk,19.0
Arbeiterbiene,Arbeiter,Biene,24.0
Arbeiterbildung,Arbeiter,Bildung,22.0
Arbeiterbildungsverein,Arbeiterbildung,Verein,21.0
Arbeiterchor,Arbeiter,Chor,22.0
Arbeiterdichter,Arbeiter,Dichter,21.0
Arbeiterfamilie,Arbeiter,Familie,18.0
Arbeiterfrage,Arbeiter,Frage,23.0
Arbeiterfrau,Arbeiter,Frau,21.0
Arbeiterführer,Arbeiter,Führer,18.0
Arbeitergeschichte,Arbeiter,Geschichte,22.0
Arbeitergewerkschaft,Arbeiter,Gewerkschaft,22.0
Arbeiterhaus,Arbeiter,Haus,20.0
Arbeiterheim,Arbeiter,Heim,20.0
Arbeiterinnenbewegung,Arbeiterin,Bewegung,
Arbeiterjugend,Arbeiter,Jugend,19.0
Arbeiterjugendbewegung,Arbeiter,Jugendbewegung,23.0
Arbeiterkammer,Arbeiter,Kammer,14.0
Arbeiterkampf,Arbeiter,Kampf,21.0
Arbeiterkind,Arbeiter,Kind,18.0
Arbeiterklasse,Arbeiter,Klasse,16.0
Arbeiterkolonie,Arbeiter,Kolonie,22.0
Arbeiterkongress,Arbeiter,Kongress,
Arbeiterkontrolle,Arbeiter,Kontrolle,23.0
Arbeiterkultur,Arbeiter,Kultur,21.0
Arbeiterlied,Arbeiter,Lied,19.0
Arbeiterliteratur,Arbeiter,Literatur,22.0
Arbeitermacht,Arbeiter,Macht,23.0
Arbeitermasse,Arbeiter,Masse,21.0
Arbeitermilieu,Arbeiter,Milieu,19.0
Arbeitermiliz,Arbeiter,Miliz,22.0
Arbeiterorganisation,Arbeiter,Organisation,20.0
Arbeiterpartei,Arbeiter,Partei,14.0
Arbeiterpolitik,Arbeiter,Politik,23.0
Arbeiterpresse,Arbeiter,Presse,23.0
Arbeiterpriester,Arbeiter,Priester,21.0
Arbeiterquartier,Arbeiter,Quartier,21.0
Arbeiterrat,Arbeiter,Rat,21.0
Arbeiterregierung,Arbeiter,Regierung,24.0
Arbeiterschicht,Arbeiter,Schicht,20.0
Arbeiterselbstverwaltung,Arbeiter,Selbstverwaltung,21.0
Arbeitersiedlung,Arbeiter,Siedlung,19.0
Arbeitersohn,Arbeiter,Sohn,19.0
Arbeitersport,Arbeiter,Sport,21.0
Arbeitersportbewegung,Arbeitersport,Bewegung,22.0
Arbeiterstaat,Arbeiter,Staat,22.0
Arbeiterstadt,Arbeiter,Stadt,19.0
Arbeiterstadtteil,Arbeiter,Stadtteil,21.0
Arbeiterstand,Arbeiter,Stand,22.0
Arbeiterstreik,Arbeiter,Streik,22.0
Arbeitertheater,Arbeiter,Theater,22.0
Arbeiterunterkunft,Arbeiter,Unterkunft,22.0
Arbeiterverein,Arbeiter,Verein,18.0
Arbeitervereinigung,Arbeiter,Vereinigung,21.0
