compound,modifier,head
Bürgerkriegsgebiet,Bürgerkrieg,Gebiet
Bürgerkriegsland,Bürgerkrieg,Land
Bürgerkriegspartei,Bürgerkrieg,Partei
Bürgerkriegsveteran,Bürgerkrieg,Veteran
Bürgerkriegswirren,Bürgerkrieg,Wirren
Bürgerkriegszeit,Bürgerkrieg,Zeit
Bürgerliste,Bürger,Liste
Bürgermedaille,Bürger,Medaille
Bürgermeinung,Bürger,Meinung
Bürgermeister,Bürger,Meister
Bürgermeisteramt,Bürgermeister,Amt
Bürgermeisterbüro,Bürgermeister,Büro
Bürgermeisterkandidat,Bürgermeister,Kandidat
Bürgermeisterposten,Bürgermeister,Posten
Bürgermeistersessel,Bürgermeister,Sessel
Bürgermeisterwahl,Bürgermeister,Wahl
Bürgermeisterwahlkampf,Bürgermeister,Wahlkampf
Bürgermeisterzimmer,Bürgermeister,Zimmer
Bürgermiliz,Bürger,Miliz
Bürgernähe,Bürger,Nähe
Bürgerpark,Bürger,Park
Bürgerpartei,Bürger,Partei
Bürgerpflicht,Bürger,Pflicht
Bürgerpolizei,Bürger,Polizei
Bürgerpreis,Bürger,Preis
Bürgerprojekt,Bürger,Projekt
Bürgerprotest,Bürger,Protest
Bürgerrat,Bürger,Rat
Bürgerrecht,Bürger,Recht
Bürgerrechtsaktivist,Bürgerrecht,Aktivist
Bürgerrechtsanwalt,Bürgerrecht,Anwalt
Bürgerrechtsbewegung,Bürgerrecht,Bewegung
Bürgerrechtsgesetz,Bürgerrecht,Gesetz
Bürgerrechtsgruppe,Bürgerrecht,Gruppe
Bürgerrechtsorganisation,Bürgerrecht,Organisation
Bürgerrechtspartei,Bürgerrecht,Partei
Burgerrestaurant,Burger,Restaurant
Bürgerrundfunk,Bürger,Rundfunk
Bürgersaal,Bürger,Saal
Bürgerschaftsabgeordnete,Bürgerschaft,Abgeordnete
Bürgerschaftsabgeordneter,Bürgerschaft,Abgeordneter
Bürgerschaftswahl,Bürgerschaft,Wahl
Bürgerschicht,Bürger,Schicht
Bürgerschreck,Bürger,Schreck
Bürgerschule,Bürger,Schule
Bürgerservice,Bürger,Service
Bürgersinn,Bürger,Sinn
Bürgersohn,Bürger,Sohn
Bürgerspital,Bürger,Spital
Bürgersprechstunde,Bürger,Sprechstunde
Bürgerssohn,Bürger,Sohn
Bürgerstand,Bürger,Stand
Bürgersteig,Bürger,Steig
Bürgerstiftung,Bürger,Stiftung
Bürgerstochter,Bürger,Tochter
Bürgerstolz,Bürger,Stolz
Bürgertelefon,Bürger,Telefon
Bürgertochter,Bürger,Tochter
Bürgertreff,Bürger,Treff
Bürgertugend,Bürger,Tugend
Bürgerumfrage,Bürger,Umfrage
Bürgerunion,Bürger,Union
Bürgerveranstaltung,Bürger,Veranstaltung
Bürgerverein,Bürger,Verein
Bürgervereinigung,Bürger,Vereinigung
Bürgerversammlung,Bürger,Versammlung
Bürgerversicherung,Bürger,Versicherung
Bürgervertreter,Bürger,Vertreter
Bürgervertretung,Bürger,Vertretung
Bürgervorsteher,Bürger,Vorsteher
Bürgervotum,Bürger,Votum
Bürgerwache,Bürger,Wache
Bürgerwehr,Bürger,Wehr
Bürgerwindpark,Bürger,Windpark
Bürgerzentrum,Bürger,Zentrum
Burgfels,Burg,Fels
Burgfest,Burg,Fest
Burgfräulein,Burg,Fräulein
Burgfriede,Burg,Friede
Burgfrieden,Burg,Frieden
Burgführung,Burg,Führung
Burggarten,Burg,Garten
Burggelände,Burg,Gelände
Burggespenst,Burg,Gespenst
Burggraben,Burg,Graben
Burggraf,Burg,Graf
Burggrafschaft,Burg,Grafschaft
Burgherr,Burg,Herr
Burghof,Burg,Hof
Burghügel,Burg,Hügel
Burgkapelle,Burg,Kapelle
Burgkirche,Burg,Kirche
Burgmann,Burg,Mann
Burgmauer,Burg,Mauer
Burgmuseum,Burg,Museum
Burgplatz,Burg,Platz
Burgrecht,Burg,Recht
Burgruine,Burg,Ruine
Burgsaal,Burg,Saal
Bürgschaftsbank,Bürgschaft,Bank
Bürgschaftserklärung,Bürgschaft,Erklärung
Burgschauspieler,Burg,Schauspieler
Burgschenke,Burg,Schenke
Burgsiedlung,Burg,Siedlung
Burgstall,Burg,Stall
Burgstätte,Burg,Stätte
Burgstelle,Burg,Stelle
Burgtheater,Burg,Theater
Burgtor,Burg,Tor
Burgturm,Burg,Turm
Burgunderkönig,Burgunder,König
Burgunderkrieg,Burgunder,Krieg
Burgunderwein,Burgund,Wein
Burgverlies,Burg,Verlies
Burgviertel,Burg,Viertel
Burgvogt,Burg,Vogt
Burgwache,Burg,Wache
Burgwald,Burg,Wald
Burgwall,Burg,Wall
Burgzinne,Burg,Zinne
Büroablage,Büro,Ablage
Büroadresse,Büro,Adresse
Büroalltag,Büro,Alltag
Büroangestellte,Büro,Angestellte
Büroangestellter,Büro,Angestellter
Büroanwendung,Büro,Anwendung
Büroarbeit,Büro,Arbeit
Büroarbeiter,Büro,Arbeiter
Büroarbeitsplatz,Büro,Arbeitsplatz
Büroartikel,Büro,Artikel
Büroatmosphäre,Büro,Atmosphäre
Büroausstattung,Büro,Ausstattung
Büroautomation,Büro,Automation
Bürobau,Büro,Bau
Bürobedarf,Büro,Bedarf
Büroberuf,Büro,Beruf
Bürobetrieb,Büro,Betrieb
Bürobrille,Büro,Brille
Bürochef,Büro,Chef
Bürocomputer,Büro,Computer
Bürocontainer,Büro,Container
Bürodienst,Büro,Dienst
Büroeinrichtung,Büro,Einrichtung
Büroeröffnung,Büro,Eröffnung
Büroetage,Büro,Etage
Bürofachhandel,Büro,Fachhandel
Bürofachkraft,Büro,Fachkraft
Bürofenster,Büro,Fenster
Bürofläche,Büro,Fläche
Bürofunktion,Büro,Funktion
Bürogebäude,Büro,Gebäude
Bürogemeinschaft,Büro,Gemeinschaft
Bürogerät,Büro,Gerät
Bürohaus,Büro,Haus
Bürohengst,Büro,Hengst
Bürohochhaus,Büro,Hochhaus
Büroinformationssystem,Büro,Informationssystem
Bürojob,Büro,Job
Bürokaffee,Büro,Kaffee
Bürokauffrau,Büro,Kauffrau
Bürokaufleute,Büro,Kaufleute
Bürokaufmann,Büro,Kaufmann
Büroklammer,Büro,Klammer
Bürokollege,Büro,Kollege
Bürokommunikation,Büro,Kommunikation
Bürokomplex,Büro,Komplex
Bürokosten,Büro,Kosten
Bürokraft,Büro,Kraft
Bürokram,Büro,Kram
Bürokratieabbau,Bürokratie,Abbau
Bürokratiekosten,Bürokratie,Kosten
Bürolampe,Büro,Lampe
Büroleiter,Büro,Leiter
Büroluft,Büro,Luft
Büromarkt,Büro,Markt
Büromaschine,Büro,Maschine
Büromaterial,Büro,Material
Büromensch,Büro,Mensch
Büromiete,Büro,Miete
Büromitarbeiter,Büro,Mitarbeiter
Büromöbel,Büro,Möbel
Büromöbelhersteller,Büromöbel,Hersteller
Büromobiliar,Büro,Mobiliar
Büroneubau,Büro,Neubau
Büronutzung,Büro,Nutzung
Büroobjekt,Büro,Objekt
Büroorganisation,Büro,Organisation
Büropaket,Büro,Paket
Büropark,Büro,Park
Büropersonal,Büro,Personal
Büroraum,Büro,Raum
Büroräumlichkeit,Büro,Räumlichkeit
Büroschlaf,Büro,Schlaf
Büroschluss,Büro,Schluss
Büroschrank,Büro,Schrank
Büroschreibtisch,Büro,Schreibtisch
Bürosessel,Büro,Sessel
Bürosoftware,Büro,Software
Bürostadt,Büro,Stadt
Bürostandort,Büro,Standort
Bürostuhl,Büro,Stuhl
Bürostunde,Büro,Stunde
Bürotag,Büro,Tag
Bürotätigkeit,Büro,Tätigkeit
Bürotechnik,Büro,Technik
Bürotisch,Büro,Tisch
Bürotrakt,Büro,Trakt
Bürotür,Büro,Tür
Büroturm,Büro,Turm
Bürovermietung,Büro,Vermietung
Büroviertel,Büro,Viertel
Bürovorsteher,Büro,Vorsteher
Bürowand,Büro,Wand
Bürowelt,Büro,Welt
Bürozeit,Büro,Zeit
Bürozentrum,Büro,Zentrum
Bürozimmer,Büro,Zimmer
Bürstenkopf,Bürste,Kopf
Bürstenmacher,Bürste,Macher
Bürzeldrüse,Bürzel,Drüse
Busanbindung,Bus,Anbindung
Busangebot,Bus,Angebot
Busausflug,Bus,Ausflug
Busbahnhof,Bus,Bahnhof
Busbegleiter,Bus,Begleiter
Busbetreiber,Bus,Betreiber
Busbetrieb,Bus,Betrieb
Busbetriebshof,Bus,Betriebshof
Busbranche,Bus,Branche
Buschbohne,Busch,Bohne
Buschbrand,Busch,Brand
Büschelglockenblume,Büschel,Glockenblume
Büschelnelke,Büschel,Nelke
Buschfeuer,Busch,Feuer
Buschfunk,Busch,Funk
Buschhase,Busch,Hase
Buschland,Busch,Land
Buschlandschaft,Busch,Landschaft
Buschmann,Busch,Mann
Buschmannfrau,Buschmann,Frau
Buschmesser,Busch,Messer
Buschnelke,Busch,Nelke
Buschpilot,Busch,Pilot
Buschratte,Busch,Ratte
Buschrohrsänger,Busch,Rohrsänger
Buschschnecke,Busch,Schnecke
Buschtrommel,Busch,Trommel
Buschwald,Busch,Wald
Buschwerk,Busch,Werk
Buschwindröschen,Busch,Windröschen
Busdepot,Bus,Depot
Busdienst,Bus,Dienst
Busenfreund,Busen,Freund
Busentführer,Bus,Entführer
Busersatzverkehr,Bus,Ersatzverkehr
Busfahren,Bus,Fahren
Busfahrer,Bus,Fahrer
Busfahrgast,Bus,Fahrgast
Busfahrkarte,Bus,Fahrkarte
Busfahrplan,Bus,Fahrplan
Busfahrplanänderung,Busfahrplan,Änderung
Busfahrschein,Bus,Fahrschein
Busfahrt,Bus,Fahrt
Busfenster,Bus,Fenster
Busflotte,Bus,Flotte
Busführerschein,Bus,Führerschein
Busgesellschaft,Bus,Gesellschaft
Bushaltestelle,Bus,Haltestelle
Bushäuschen,Bus,Häuschen
Bushersteller,Bus,Hersteller
Businesshandy,Business,Handy
Businesshotel,Business,Hotel
Businessklasse,Business,Klasse
Businessleute,Business,Leute
Businesslunch,Business,Lunch
Businessplan,Business,Plan
Businsasse,Bus,Insasse
Buskarte,Bus,Karte
Busladung,Bus,Ladung
Buslinie,Bus,Linie
Busliniennetz,Buslinie,Netz
Buslinienverkehr,Buslinie,Verkehr
Busminute,Bus,Minute
Busnetz,Bus,Netz
Busparkplatz,Bus,Parkplatz
Buspendelverkehr,Bus,Pendelverkehr
Busreise,Bus,Reise
Busreisende,Bus,Reisende
Busreisender,Bus,Reisender
Busreiseveranstalter,Busreise,Veranstalter
Busroute,Bus,Route
Busrundfahrt,Bus,Rundfahrt
Busrundreise,Bus,Rundreise
Büßergewand,Büßer,Gewand
Büßerhemd,Büßer,Hemd
Bußgang,Buße,Gang
Bußgebet,Buße,Gebet
Bußgeld,Buße,Geld
Bußgeldbehörde,Bußgeld,Behörde
Bußgeldbescheid,Bußgeld,Bescheid
Bußgeldkatalog,Bußgeld,Katalog
Bußgeldrahmen,Bußgeld,Rahmen
Bußgeldsache,Bußgeld,Sache
Bußgeldstelle,Bußgeld,Stelle
Bußgeldverfahren,Bußgeld,Verfahren
Bußgeldvorschrift,Bußgeld,Vorschrift
Bußgottesdienst,Buße,Gottesdienst
Bußprediger,Buße,Prediger
Bußpredigt,Buße,Predigt
Busspur,Bus,Spur
Bußsakrament,Buße,Sakrament
Bußtag,Buße,Tag
Busstation,Bus,Station
Bussteig,Bus,Steig
Busstrecke,Bus,Strecke
Bußübung,Buße,Übung
Bussystem,Bus,System
Bußzeit,Buße,Zeit
Büstenhalter,Büste,Halter
Busterminal,Bus,Terminal
Busticket,Bus,Ticket
Bustour,Bus,Tour
Bustourist,Bus,Tourist
Bustouristik,Bus,Touristik
Bustransfer,Bus,Transfer
Bustransport,Bus,Transport
Bustür,Bus,Tür
Busunfall,Bus,Unfall
Busunglück,Bus,Unglück
Busunternehmen,Bus,Unternehmen
Busunternehmer,Bus,Unternehmer
Busverbindung,Bus,Verbindung
Busverkehr,Bus,Verkehr
Buswartehäuschen,Bus,Wartehäuschen
Butangas,Butan,Gas
Büttenpapier,Bütte,Papier
Büttenrede,Bütte,Rede
Büttenredner,Bütte,Redner
Butterberg,Butter,Berg
Butterbirne,Butter,Birne
Butterblume,Butter,Blume
Butterbrezel,Butter,Brezel
Butterbrot,Butter,Brot
Butterbrotdose,Butterbrot,Dose
Butterbrotpapier,Butterbrot,Papier
Buttercreme,Butter,Creme
Buttercremetorte,Buttercreme,Torte
Butterdose,Butter,Dose
Butterfahrt,Butter,Fahrt
Butterfass,Butter,Fass
Butterfett,Butter,Fett
Butterfisch,Butter,Fisch
Butterflymesser,Butterfly,Messer
Butterherstellung,Butter,Herstellung
Butterkäse,Butter,Käse
Butterkeks,Butter,Keks
Butterkuchen,Butter,Kuchen
Buttermesser,Butter,Messer
Buttermilch,Butter,Milch
Butterpilz,Butter,Pilz
Butterplätzchen,Butter,Plätzchen
Butterpreis,Butter,Preis
Butterröhrling,Butter,Röhrling
Buttersäure,Butter,Säure
Butterschmalz,Butter,Schmalz
Butterseite,Butter,Seite
Buttersoße,Butter,Soße
Butterstollen,Butter,Stollen
Buttertee,Butter,Tee
Buttertoast,Butter,Toast
Butzemann,Butz,Mann
Butzenscheibe,Butzen,Scheibe
Bypassoperation,Bypass,Operation
Bytecode,Byte,Code
Cabriofahrer,Cabrio,Fahrer
Cabriolimousine,Cabrio,Limousine
Cabrioverdeck,Cabrio,Verdeck
Cafébesitzer,Café,Besitzer
Caféhaus,Café,Haus
Caféterrasse,Café,Terrasse
Calcitmarmor,Calcit,Marmor
Calciumcyanamid,Calcium,Cyanamid
Calciumfluorid,Calcium,Fluorid
Calciumhydroxid,Calcium,Hydroxid
Calciumkarbonat,Calcium,Karbonat
Calciumoxid,Calcium,Oxid
Calciumspiegel,Calcium,Spiegel
Calendulaöl,Calendula,Öl
Callboy,call,Boy
Callcenter,call,Center
Callgirl,call,Girl
Cameoauftritt,Cameo,Auftritt
Campbewohner,Camp,Bewohner
Campinganhänger,Camping,Anhänger
Campinganlage,Camping,Anlage
Campingartikel,Camping,Artikel
Campingausrüstung,Camping,Ausrüstung
Campingbett,Camping,Bett
Campingbus,Camping,Bus
Campingfahrzeug,Camping,Fahrzeug
Campingfreund,Camping,Freund
Campingführer,Camping,Führer
Campinggast,Camping,Gast
Campinggeschirr,Camping,Geschirr
Campingkocher,Camping,Kocher
Campingmöglichkeit,Camping,Möglichkeit
Campingplatz,Camping,Platz
Campingplatzbesitzer,Campingplatz,Besitzer
Campingplatzbetreiber,Campingplatz,Betreiber
Campingreise,Camping,Reise
Campingstuhl,Camping,Stuhl
Campingtisch,Camping,Tisch
Campingtoilette,Camping,Toilette
Campingurlaub,Camping,Urlaub
Campingwagen,Camping,Wagen
Campingzelt,Camping,Zelt
Campingzubehör,Camping,Zubehör
Campteilnehmer,Camp,Teilnehmer
Campusgelände,Campus,Gelände
Canastablatt,Canasta,Blatt
Canastakarte,Canasta,Karte
Canastaspiel,Canasta,Spiel
Cannabisgenuss,Cannabis,Genuss
Cannabiskonsum,Cannabis,Konsum
Cannabiskonsument,Cannabis,Konsument
Cannabispflanze,Cannabis,Pflanze
Cannabisprodukt,Cannabis,Produkt
Caprihose,Capri,Hose
Carbonfaser,Carbon,Faser
Carbonsäure,Carbon,Säure
Cargohose,Cargo,Hose
Caritasverband,Caritas,Verband
Carrerabahn,Carrera,Bahn
Cartbahn,Cart,Bahn
Cartoonfigur,Cartoon,Figur
Cartrennbahn,Cart,Rennbahn
Carvingski,Carving,Ski
Cashewkern,Cashew,Kern
Cashewnuss,Cashew,Nuss
Cashflow,Cash,Flow
Casinobesuch,Casino,Besuch
Casinobetreiber,Casino,Betreiber
Castingagentur,Casting,Agentur
Castingshow,Casting,Show
Castortransport,Castor,Transport
Cateringfirma,Catering,Firma
Cateringservice,Catering,Service
Cateringunternehmen,Catering,Unternehmen
Cayennepfeffer,Cayenne,Pfeffer
Cellokonzert,Cello,Konzert
Cellosonate,Cello,Sonate
Cellospiel,Cello,Spiel
Cellounterricht,Cello,Unterricht
Celluloseacetat,Cellulose,Acetat
Celsiusskala,Celsius,Skala
Cembalokonzert,Cembalo,Konzert
Centerposition,Center,Position
Centmünze,Cent,Münze
Cerankochfeld,Ceran,Kochfeld
Cerankochplatte,Ceran,Kochplatte
Champagnerbar,Champagner,Bar
Champagnerempfang,Champagner,Empfang
Champagnerflasche,Champagner,Flasche
Champagnerglas,Champagner,Glas
Champagnerhaus,Champagner,Haus
Champagnerhersteller,Champagner,Hersteller
Champagnerkorken,Champagner,Korken
Champagnerlaune,Champagner,Laune
Champignonzucht,Champignon,Zucht
Chancenauswertung,Chance,Auswertung
Chancengerechtigkeit,Chance,Gerechtigkeit
Chancengleichheit,Chance,Gleichheit
Chancenungleichheit,Chance,Ungleichheit
Chancenverteilung,Chance,Verteilung
Chancenverwertung,Chance,Verwertung
Changemanagement,Change,Management
Chansonsänger,Chanson,Sänger
Chaosforschung,Chaos,Forschung
Chaostag,Chaos,Tag
Chaostheorie,Chaos,Theorie
Charakteranalyse,Charakter,Analyse
Charakterbeschaffener,Charakter,Beschaffener
Charakterbeschreibung,Charakter,Beschreibung
Charakterbild,Charakter,Bild
Charakterbildung,Charakter,Bildung
Charakterdarsteller,Charakter,Darsteller
Charakterdarstellung,Charakter,Darstellung
Charaktereigenschaft,Charakter,Eigenschaft
Charakterentwicklung,Charakter,Entwicklung
Charakterfach,Charakter,Fach
Charakterfehler,Charakter,Fehler
Charakterfrage,Charakter,Frage
Charakterkopf,Charakter,Kopf
Charaktermaske,Charakter,Maske
Charaktermerkmal,Charakter,Merkmal
Charakterrolle,Charakter,Rolle
Charaktersache,Charakter,Sache
Charakterschauspieler,Charakter,Schauspieler
Charakterschwäche,Charakter,Schwäche
Charakterstärke,Charakter,Stärke
Charakterstruktur,Charakter,Struktur
Charakterstück,Charakter,Stück
Charakterstudie,Charakter,Studie
Charaktertest,Charakter,Test
Charaktertyp,Charakter,Typ
Charakterzeichnung,Charakter,Zeichnung
Charakterzug,Charakter,Zug
Chargennummer,Charge,Nummer
Chargenrolle,Charge,Rolle
Charmebolzen,Charme,Bolzen
Chartanalyse,Chart,Analyse
Charterfirma,Charter,Firma
Charterflieger,Charter,Flieger
Charterflug,Charter,Flug
Charterfluggesellschaft,Charterflug,Gesellschaft
Charterflugzeug,Charter,Flugzeug
Charterfolg,Chart,Erfolg
Chartergesellschaft,Charter,Gesellschaft
Charterhalle,Charter,Halle
Chartermaschine,chartern,Maschine
Charterpreis,Charter,Preis
Charterschiff,Charter,Schiff
Charterunternehmen,Charter,Unternehmen
Charterverkehr,Charter,Verkehr
Chartervertrag,Charter,Vertrag
Charthit,Chart,Hit
Chartplatzierung,Chart,Platzierung
Chartposition,Chart,Position
Chatforum,chatten,Forum
Chatpartner,Chat,Partner
Chatprogramm,Chat,Programm
Chatraum,Chat,Raum
Chatteilnehmer,Chat,Teilnehmer
Chatverlauf,Chat,Verlauf
Chauffeurslivree,Chauffeur,Livree
Cheatcode,Cheat,Code
Checkbox,checken,Box
Checkliste,checken,Liste
Checkpoint,Check,Point
Checksumme,checken,Summe
Chefankläger,Chef,Ankläger
Chefarchitekt,Chef,Architekt
Chefarzt,Chef,Arzt
Chefarztbehandlung,Chefarzt,Behandlung
Chefberater,Chef,Berater
Chefbundestrainer,Chef,Bundestrainer
Chefbüro,Chef,Büro
Chefcoach,Chef,Coach
Chefdesigner,Chef,Designer
Chefdirigent,Chef,Dirigent
Chefdramaturg,Chef,Dramaturg
Chefeinkäufer,Chef,Einkäufer
Chefentwickler,Chef,Entwickler
Chefermittler,Chef,Ermittler
Chefetage,Chef,Etage
Cheffahnder,Chef,Fahnder
Chefideologe,Chef,Ideologe
Chefingenieur,Chef,Ingenieur
Chefinspektor,Chef,Inspektor
Chefkoch,Chef,Koch
Chefkommentator,Chef,Kommentator
Chefkonstrukteur,Chef,Konstrukteur
Chefkorrespondent,Chef,Korrespondent
Cheflektor,Chef,Lektor
Cheflobbyist,Chef,Lobbyist
Chefminister,Chef,Minister
Chefökonom,Chef,Ökonom
Cheforganisator,Chef,Organisator
Chefpilot,Chef,Pilot
Chefplaner,Chef,Planer
Chefposition,Chef,Position
Chefposten,Chef,Posten
Chefredakteur,Chef,Redakteur
Chefredaktion,Chef,Redaktion
Chefredaktor,Chef,Redaktor
Chefregisseur,Chef,Regisseur
Chefreporter,Chef,Reporter
Chefrolle,Chef,Rolle
Chefsache,Chef,Sache
Chefsekretär,Chef,Sekretär
Chefsessel,Chef,Sessel
Chefsprecher,Chef,Sprecher
Chefstratege,Chef,Stratege
Cheftechniker,Chef,Techniker
Cheftrainer,Chef,Trainer
Cheftrainerposten,Cheftrainer,Posten
Chefunterhändler,Chef,Unterhändler
Chefvolkswirt,Chef,Volkswirt
Chefzimmer,Chef,Zimmer
Chemieanlage,Chemie,Anlage
Chemieanlagenbau,Chemieanlage,Bau
Chemiearbeiter,Chemie,Arbeiter
Chemiebetrieb,Chemie,Betrieb
Chemiebetriebsjungwerker,Chemiebetrieb,Jungwerker
Chemiebetriebswerker,Chemiebetrieb,Werker
Chemiebranche,Chemie,Branche
Chemiebuch,Chemie,Buch
Chemiecocktail,Chemie,Cocktail
Chemiefabrik,Chemie,Fabrik
Chemiefaser,Chemie,Faser
Chemiefirma,Chemie,Firma
Chemiegeschäft,Chemie,Geschäft
Chemiehandel,Chemie,Handel
Chemieindustrie,Chemie,Industrie
Chemieingenieur,Chemie,Ingenieur
Chemiekeule,Chemie,Keule
Chemiekombinat,Chemie,Kombinat
Chemiekonzern,Chemie,Konzern
Chemielabor,Chemie,Labor
Chemielaborant,Chemie,Laborant
Chemielaborjungwerker,Chemielabor,Jungwerker
Chemielaborwerker,Chemielabor,Werker
Chemielehrer,Chemie,Lehrer
Chemienobelpreis,Chemie,Nobelpreis
Chemienobelpreisträger,Chemie,Nobelpreisträger
Chemiepark,Chemie,Park
Chemieprodukt,Chemie,Produkt
Chemieproduktion,Chemie,Produktion
Chemieprofessor,Chemie,Professor
Chemieraum,Chemie,Raum
Chemieriese,Chemie,Riese
Chemiesaal,Chemie,Saal
Chemiesektor,Chemie,Sektor
Chemiestandort,Chemie,Standort
Chemiestudent,Chemie,Student
Chemiestudium,Chemie,Studium
Chemiestunde,Chemie,Stunde
Chemietoilette,Chemie,Toilette
Chemieunfall,Chemie,Unfall
Chemieunternehmen,Chemie,Unternehmen
Chemieunterricht,Chemie,Unterricht
Chemiewaffe,Chemie,Waffe
Chemiewaffenangriff,Chemiewaffe,Angriff
Chemiewaffeneinsatz,Chemiewaffe,Einsatz
Chemiewaffenexperte,Chemiewaffe,Experte
Chemiewaffenkonvention,Chemiewaffe,Konvention
Chemiewaffenprogramm,Chemiewaffe,Programm
Chemiewerk,Chemie,Werk
Chemikalienbestand,Chemikalie,Bestand
Chemikalieneinsatz,Chemikalie,Einsatz
Chemikaliengesetz,Chemikalie,Gesetz
Chemikalienlager,Chemikalie,Lager
Chemikalienrecht,Chemikalie,Recht
Chemorezeptor,chemo,Rezeptor
Chemotaxis,chemo,Taxis
Chemotechnik,chemo,Technik
Chemotherapeutikum,chemo,Therapeutikum
Chemotherapie,chemo,Therapie
Cheopspyramide,Cheops,Pyramide
Cherrytomate,Cherry,Tomate
Chiasamen,Chia,Samen
Chiffreanzeige,Chiffre,Anzeige
Chiffriermaschine,chiffrieren,Maschine
Chileflamingo,Chile,Flamingo
Chilesalpeter,Chile,Salpeter
Chilibohne,Chili,Bohne
Chilischote,Chili,Schote
Chilisoße,Chili,Soße
Chinaböller,China,Böller
Chinaexperte,China,Experte
Chinakohl,China,Kohl
Chinarestaurant,China,Restaurant
Chinarinde,China,Rinde
Chinarindenbaum,Chinarinde,Baum
Chinaschilf,China,Schilf
Chinesenviertel,Chinese,Viertel
Chinohose,Chino,Hose
Chintzstoff,Chintz,Stoff
Chipfabrik,Chip,Fabrik
Chipgeneration,Chip,Generation
Chipgröße,Chip,Größe
Chiphersteller,Chip,Hersteller
Chipherstellung,Chip,Herstellung
Chipkarte,Chip,Karte
Chipkartenlesegerät,Chipkarte,Lesegerät
Chipkartenleser,Chipkarte,Leser
Chipproduktion,Chip,Produktion
Chipsatz,Chip,Satz
Chipstüte,Chip,Tüte
Chiptechnologie,Chip,Technologie
Chirotherapie,chiro,Therapie
Chirurgenkittel,Chirurg,Kittel
Chirurgenkongress,Chirurg,Kongress
Chirurgiemechaniker,Chirurgie,Mechaniker
Chitinpanzer,Chitin,Panzer
Chlorakne,Chlor,Akne
Chloratom,Chlor,Atom
Chlorbleiche,Chlor,Bleiche
Chlordioxid,Chlor,Dioxid
Chlorgas,Chlor,Gas
Chlorgehalt,Chlor,Gehalt
Chlorgeruch,Chlor,Geruch
Chloridion,Chlorid,Ion
Chloritschiefer,Chlorit,Schiefer
Chlorkalk,Chlor,Kalk
Chlorkohlenwasserstoff,Chlor,Kohlenwasserstoff
Chlorsäure,Chlor,Säure
Chlorverbindung,Chlor,Verbindung
Chlorwasser,Chlor,Wasser
Chlorwasserstoff,Chlor,Wasserstoff
Choleraepidemie,Cholera,Epidemie
Cholesteringehalt,Cholesterin,Gehalt
Cholesterinsenker,Cholesterin,Senker
Cholesterinsenkung,Cholesterin,Senkung
Cholesterinspiegel,Cholesterin,Spiegel
Cholesterinwert,Cholesterin,Wert
Chorabschluss,Chor,Abschluss
Choralbearbeitung,Choral,Bearbeitung
Choralbuch,Choral,Buch
Choralkantate,Choral,Kantate
Choralmelodie,Choral,Melodie
Choralsatz,Choral,Satz
Choralvorspiel,Choral,Vorspiel
Chorarbeit,Chor,Arbeit
Chorarrangement,Chor,Arrangement
Chorbereich,Chor,Bereich
Chorbogen,Chor,Bogen
Chorbruder,Chor,Bruder
Chordatier,Chorda,Tier
Chordirektor,Chor,Direktor
Chordirigent,Chor,Dirigent
Choreinstudierung,Chor,Einstudierung
Chorensemble,Chor,Ensemble
Chorfenster,Chor,Fenster
Chorfest,Chor,Fest
Chorfestival,Chor,Festival
Chorfrau,Chor,Frau
Chorgebet,Chor,Gebet
Chorgemeinschaft,Chor,Gemeinschaft
Chorgesang,Chor,Gesang
Chorgestühl,Chor,Gestühl
Chorgewölbe,Chor,Gewölbe
Chorgitter,Chor,Gitter
Chorhemd,Chor,Hemd
Chorherr,Chor,Herr
Chorherrenstift,Chorherr,Stift
Chorjambus,Chor,Jambus
Chorkapelle,Chor,Kapelle
Chorkind,Chor,Kind
Chorklang,Chor,Klang
Chorknabe,Chor,Knabe
Chorkollege,Chor,Kollege
Chorkonzert,Chor,Konzert
Chorleiter,Chor,Leiter
Chorleitung,Chor,Leitung
Chorlied,Chor,Lied
Chorliteratur,Chor,Literatur
Chormeister,Chor,Meister
Chormeisterin,Chor,Meisterin
Chormitglied,Chor,Mitglied
Chormusik,Chor,Musik
Chorpartie,Chor,Partie
Chorpassage,Chor,Passage
Chorprobe,Chor,Probe
Chorraum,Chor,Raum
Chorsänger,Chor,Sänger
Chorsatz,Chor,Satz
Chorschranke,Chor,Schranke
Chorschwester,Chor,Schwester
Chorstimme,Chor,Stimme
Chorstück,Chor,Stück
Chortreffen,Chor,Treffen
Chorturm,Chor,Turm
Chorumgang,Chor,Umgang
Chorverband,Chor,Verband
Chorvereinigung,Chor,Vereinigung
Chorwand,Chor,Wand
Chorwerk,Chor,Werk
Chorwettbewerb,Chor,Wettbewerb
Christabend,Christ,Abend
Christbaum,Christ,Baum
Christbaumkerze,Christbaum,Kerze
Christbaumkugel,Christbaum,Kugel
Christbaumsammelaktion,Christbaum,Sammelaktion
Christbaumschmuck,Christbaum,Schmuck
Christbaumständer,Christbaum,Ständer
Christbaumverkauf,Christbaum,Verkauf
Christdemokrat,Christ,Demokrat
Christdemokratie,Christ,Demokratie
Christengemeinde,Christ,Gemeinde
